;artists;Artist_origin;Song_Decade;music_key;Title;popularity;Language Specific Popularity
10941;DC Talk;USA;1990;C;What If I Stumble? - Remastered 2013;41;45.0
10940;DC Talk;USA;1990;A;Between You And Me - Remastered 2013;34;37.0
10938;DC Talk;UK;1990;G#,Ab;In The Light - Remastered 2013;43;47.0
10937;DC Talk;UK;1990;F;Jesus Freak - Remastered 2013;46;50.0
10936;DC Talk;UK;1990;D;Colored People - Remastered 2013;38;41.0
10935;DC Talk;UK;1990;C;What If I Stumble? - Remastered 2013;41;45.0
10934;DC Talk;UK;1990;A;Between You And Me - Remastered 2013;34;37.0
44709;Seven Mary Three;UK;1990;B;Cumbersome;63;68.0
44710;Seven Mary Three;UK;1990;B;Lucky;35;38.0
44711;Seven Mary Three;UK;1990;B;My My;40;44.0
44712;Seven Mary Three;UK;1990;D;Devil Boy;32;35.0
44713;Seven Mary Three;UK;1990;E;Water's Edge;52;56.0
44715;Seven Mary Three;USA;1990;B;Cumbersome;63;68.0
44716;Seven Mary Three;USA;1990;B;Lucky;35;38.0
44717;Seven Mary Three;USA;1990;B;My My;40;44.0
44718;Seven Mary Three;USA;1990;D;Devil Boy;32;35.0
44719;Seven Mary Three;USA;1990;E;Water's Edge;52;56.0
44721;Shanice;UK;1990;A;Saving Forever for You;41;45.0
44722;Shanice;UK;1990;A#,Bb;I Love Your Smile;52;56.0
44723;Shanice;UK;1990;F;I Love Your Smile;59;64.0
44724;Shanice;UK;1990;F#,Gb;When I Close My Eyes;34;37.0
44725;Shanice;USA;1990;A;Saving Forever for You;41;45.0
44726;Shanice;USA;1990;A#,Bb;I Love Your Smile;52;56.0
44727;Shanice;USA;1990;F;I Love Your Smile;59;64.0
44728;Shanice;USA;1990;F#,Gb;When I Close My Eyes;34;37.0
45840;Suzanne Vega;UK;1990;G;Caramel;41;45.0
10943;DC Talk;USA;1990;F;Jesus Freak - Remastered 2013;46;50.0
31510;Kilo Ali;USA;1990;B;Baby, Baby;31;34.0
10944;DC Talk;USA;1990;G#,Ab;In The Light - Remastered 2013;43;47.0
10946;DJ Quik;UK;1990;A#,Bb;Born and Raised In Compton;45;49.0
10963;DJ Quik;UK;1990;G;Jus Lyke Compton;82;89.0
31419;Kid Frost;USA;1990;C#,Db;Thin Line;33;36.0
31418;Kid Frost;USA;1990;C#,Db;No Sunshine;41;45.0
31417;Kid Frost;USA;1990;C#,Db;Mi Vida Loca;37;40.0
31416;Kid Frost;USA;1990;C#,Db;La Raza;54;58.0
31415;Kid Frost;USA;1990;B;These Stories Have To Be Told;30;33.0
31414;Kid Frost;UK;1990;C#,Db;Thin Line;33;36.0
31413;Kid Frost;UK;1990;C#,Db;No Sunshine;41;45.0
31412;Kid Frost;UK;1990;C#,Db;Mi Vida Loca;37;40.0
31411;Kid Frost;UK;1990;C#,Db;La Raza;54;58.0
31410;Kid Frost;UK;1990;B;These Stories Have To Be Told;30;33.0
10962;DJ Quik;UK;1990;F#,Gb;Sweet Black Pussy;37;40.0
10961;DJ Quik;UK;1990;F#,Gb;Safe + Sound;42;46.0
10960;DJ Quik;UK;1990;F#,Gb;Pitch In OnA Party;35;38.0
10959;DJ Quik;UK;1990;F#,Gb;Loked Out Hood;33;36.0
10958;DJ Quik;UK;1990;E;Tha Bombudd;34;37.0
10957;DJ Quik;UK;1990;E;Quik Is The Name;28;31.0
10956;DJ Quik;UK;1990;D#,Eb;Get at Me;37;40.0
10955;DJ Quik;UK;1990;C#,Db;We Still Party;35;38.0
10954;DJ Quik;UK;1990;C#,Db;Quik's Groove;32;35.0
10953;DJ Quik;UK;1990;C;Tonite;55;60.0
10952;DJ Quik;UK;1990;B;Diggin' U Out;32;35.0
10951;DJ Quik;UK;1990;B;Can I Eat It?;35;38.0
10950;DJ Quik;UK;1990;B;Bombudd II;39;42.0
10949;DJ Quik;UK;1990;A#,Bb;You'z a Ganxta;38;41.0
10948;DJ Quik;UK;1990;A#,Bb;Somethin' 4 tha Mood;34;37.0
10947;DJ Quik;UK;1990;A#,Bb;Dollaz + Sense;95;103.0
45848;Suzanne Vega;USA;1990;B;Blood Makes Noise;34;37.0
31670;Kottonmouth Kings;USA;1990;G;Bump;37;40.0
44570;Selena;USA;1990;G#,Ab;Dreaming Of You;99;107.0
44568;Selena;USA;1990;G;Missing My Baby;39;42.0
44486;Selena;UK;1990;A#,Bb;Como La Flor;63;68.0
44487;Selena;UK;1990;A#,Bb;Como La Flor - Remastered;91;99.0
44488;Selena;UK;1990;A#,Bb;Cumbia Medley - Live;36;39.0
44489;Selena;UK;1990;A#,Bb;El Chico Del Apartamento 512;65;70.0
44490;Selena;UK;1990;A#,Bb;Las Cadenas;32;35.0
44491;Selena;UK;1990;B;Cobarde;50;54.0
44492;Selena;UK;1990;B;I'm Getting Used To You;35;38.0
44493;Selena;UK;1990;B;Missing My Baby;43;47.0
44494;Selena;UK;1990;B;Wherever You Are (Donde Quiera Que Estés);33;36.0
44495;Selena;UK;1990;B;Ya Ves;45;49.0
44496;Selena;UK;1990;C;Amor Prohibido;39;42.0
44497;Selena;UK;1990;C;Baila Esta Cumbia;36;39.0
44485;Selena;UK;1990;A#,Bb;Bidi Bidi Bom Bom - 1994 Version;57;62.0
44498;Selena;UK;1990;C;No Debes Jugar - Remastered;40;44.0
44500;Selena;UK;1990;C#,Db;I Could Fall In Love;55;60.0
44501;Selena;UK;1990;C#,Db;Sukiyaki;39;42.0
44502;Selena;UK;1990;C#,Db;Yo Te Sigo Queriendo;33;36.0
44503;Selena;UK;1990;D;Captive Heart;33;36.0
44504;Selena;UK;1990;D;No Me Queda Más;61;66.0
44505;Selena;UK;1990;D;Que Creías;46;50.0
44506;Selena;UK;1990;D;Si La Quieres;40;44.0
44507;Selena;UK;1990;D;Si Una Vez;62;67.0
44508;Selena;UK;1990;D;Tus Desprecios;48;52.0
44509;Selena;UK;1990;D#,Eb;Fotos Y Recuerdos;54;58.0
44510;Selena;UK;1990;F#,Gb;Techno Cumbia;52;56.0
21428;Gloria Estefan;UK;1990;B;Hablemos el Mismo Idioma;38;41.0
44499;Selena;UK;1990;C#,Db;Enamorada De Ti;40;44.0
44484;Selena;UK;1990;A#,Bb;Bidi Bidi Bom Bom;41;45.0
44483;Selena;UK;1990;A#,Bb;A Boy Like That;37;40.0
21429;Gloria Estefan;UK;1990;C;Mi Buen Amor;50;54.0
44433;Schoolly D;UK;1990;G;P.S.K. 'What Does It Mean'?;39;42.0
44434;Schoolly D;USA;1990;G;P.S.K. 'What Does It Mean'?;39;42.0
21437;Gloria Estefan;UK;1990;F;Si Voy a Perderte;40;44.0
21436;Gloria Estefan;UK;1990;F;Reach (NBC Olympic Version);33;36.0
21435;Gloria Estefan;UK;1990;E;Coming Out of the Dark;32;35.0
21434;Gloria Estefan;UK;1990;D;Conga;78;85.0
52618;Whitney Houston;USA;1990;C#,Db;I Believe In You And Me - Film Version;50;54.0
21433;Gloria Estefan;UK;1990;D;Con los Años Que Me Quedan;62;67.0
21432;Gloria Estefan;UK;1990;C#,Db;Oye;37;40.0
21431;Gloria Estefan;UK;1990;C#,Db;Mi Tierra;55;60.0
31653;Kool G Rap;USA;1990;F#,Gb;Fast Life;40;44.0
31652;Kool G Rap;USA;1990;E;It's a Shame;38;41.0
31651;Kool G Rap;UK;1990;F#,Gb;Fast Life;40;44.0
31650;Kool G Rap;UK;1990;E;It's a Shame;38;41.0
44453;Screaming Trees;UK;1990;C;Shadow of the Season;48;52.0
44454;Screaming Trees;UK;1990;D;All I Know;36;39.0
44455;Screaming Trees;UK;1990;F;Dollar Bill;39;42.0
44456;Screaming Trees;UK;1990;G;Dying Days;31;34.0
44457;Screaming Trees;UK;1990;G;More or Less;37;40.0
44458;Screaming Trees;UK;1990;G;Nearly Lost You;108;116.0
44459;Screaming Trees;USA;1990;C;Shadow of the Season;48;52.0
44460;Screaming Trees;USA;1990;D;All I Know;36;39.0
44461;Screaming Trees;USA;1990;F;Dollar Bill;39;42.0
44462;Screaming Trees;USA;1990;G;Dying Days;31;34.0
44463;Screaming Trees;USA;1990;G;More or Less;37;40.0
44464;Screaming Trees;USA;1990;G;Nearly Lost You;108;116.0
21430;Gloria Estefan;UK;1990;C;Tus Ojos;41;45.0
30085;Junior Brown;UK;1990;A;Highway Patrol;45;49.0
30086;Junior Brown;UK;1990;C;Surf Medley;41;45.0
30087;Junior Brown;UK;1990;E;Broke Down South Of Dallas;31;34.0
5980;Bob Seger;USA;1990;A;Hollywood Nights;38;41.0
44552;Selena;USA;1990;C;Amor Prohibido;39;42.0
44553;Selena;USA;1990;C;Baila Esta Cumbia;36;39.0
44554;Selena;USA;1990;C;No Debes Jugar - Remastered;40;44.0
44555;Selena;USA;1990;C#,Db;Enamorada De Ti;40;44.0
44556;Selena;USA;1990;C#,Db;I Could Fall In Love;55;60.0
44557;Selena;USA;1990;C#,Db;Sukiyaki;39;42.0
44558;Selena;USA;1990;C#,Db;Yo Te Sigo Queriendo;33;36.0
5990;Bob Seger;USA;1990;F#,Gb;Old Time Rock & Roll;37;40.0
5991;Bob Seger;USA;1990;G;Against The Wind;39;42.0
5992;Bob Seger;USA;1990;G;In Your Time;42;46.0
5993;Bob Seger;USA;1990;G;Take A Chance;39;42.0
5994;Bob Seger;USA;1990;G#,Ab;Mainstreet;37;40.0
5995;Bob Seger;USA;1990;G#,Ab;The Fire Inside;81;88.0
30088;Junior Brown;UK;1990;E;My Wife Thinks You're Dead;42;46.0
30089;Junior Brown;USA;1990;A;Highway Patrol;45;49.0
30090;Junior Brown;USA;1990;C;Surf Medley;41;45.0
30091;Junior Brown;USA;1990;E;Broke Down South Of Dallas;31;34.0
30092;Junior Brown;USA;1990;E;My Wife Thinks You're Dead;42;46.0
44559;Selena;USA;1990;D;Captive Heart;33;36.0
44560;Selena;USA;1990;D;No Me Queda Más;61;66.0
44561;Selena;USA;1990;D;Que Creías;46;50.0
44562;Selena;USA;1990;D;Si La Quieres;40;44.0
44563;Selena;USA;1990;D;Si Una Vez;62;67.0
44564;Selena;USA;1990;D;Tus Desprecios;48;52.0
44565;Selena;USA;1990;D#,Eb;Fotos Y Recuerdos;54;58.0
44566;Selena;USA;1990;F#,Gb;Techno Cumbia;52;56.0
44567;Selena;USA;1990;G;Amor Prohibido;68;73.0
44551;Selena;USA;1990;B;Ya Ves;45;49.0
44569;Selena;USA;1990;G;Tú, Solo Tú;38;41.0
44550;Selena;USA;1990;B;Wherever You Are (Donde Quiera Que Estés);33;36.0
44548;Selena;USA;1990;B;I'm Getting Used To You;35;38.0
5981;Bob Seger;USA;1990;A;Turn The Page - Live;53;57.0
5982;Bob Seger;USA;1990;A;You'll Accomp'ny Me;38;41.0
5983;Bob Seger;USA;1990;B;We've Got Tonight;38;41.0
5984;Bob Seger;USA;1990;C;Roll Me Away;39;42.0
5985;Bob Seger;USA;1990;C;Still The Same;37;40.0
5986;Bob Seger;USA;1990;C#,Db;Like A Rock;37;40.0
5987;Bob Seger;USA;1990;C#,Db;Night Moves;40;44.0
5988;Bob Seger;USA;1990;F;The Real Love;42;46.0
5989;Bob Seger;USA;1990;F#,Gb;C'est La Vie;37;40.0
31581;Kit Chan;China/Chinese (中国/中文);1990;F#,Gb;喜欢你;51;77.0
44511;Selena;UK;1990;G;Amor Prohibido;68;73.0
44512;Selena;UK;1990;G;Missing My Baby;39;42.0
44513;Selena;UK;1990;G;Tú, Solo Tú;38;41.0
44514;Selena;UK;1990;G#,Ab;Dreaming Of You;99;107.0
44515;Selena;UK;1990;G#,Ab;La Carcacha;93;101.0
44516;Selena;UK;1990;G#,Ab;La Carcacha/Besitos - Live;34;37.0
44517;Selena;UK;1990;G#,Ab;Techno Cumbia - Remix;34;37.0
44518;Selena;UK;1990;G#,Ab;Ven Conmigo;28;31.0
44539;Selena;USA;1990;A#,Bb;A Boy Like That;37;40.0
